region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0474,a blur of a person in a green shirt,an aerial view of a green field,an aerial view of the site of the former military base in the village of kra,0.1020946275635392,0.1579731695026082,0.16,0.3478260869565217,0.1883391301498193,0.322240281503133
R1,tile_0475,a green background with white and black spots,an aerial view of the site of the proposed site,the site of the former military base in the philippines,0.0,0.4,0.0,0.4000000000000001,0.0,0.4906010188952991
R1,tile_0476,a green and white background with a small white flower,an aerial view of the house and surrounding area,a large area of land,0.1,0.2222222222222222,0.1333333333333333,0.2857142857142857,0.0,0.2060836350139382
R1,tile_0477,a green leaf with white flowers,a satellite image of a small town in the middle of a forest,a large area of land with a lot of trees,0.1711390396775306,0.3076923076923076,0.25,0.3478260869565217,0.0773478123436907,0.225764846002616
R1,tile_0478,a green plant with white flowers in the middle,an aerial view of a large green field,a large green forest,0.2222222222222222,0.375,0.3076923076923076,0.5,0.1167177354603279,0.2910691023819054
R1,tile_0479,a white ring is seen in the dark,a satellite image of a river in the middle of a forest,an aerial view of the fort of fort fort,0.1103121128230744,0.25,0.1176470588235294,0.2857142857142857,0.0488506741206959,0.2273386433270407
R1,tile_0480,a small bird is sitting on the ground,a green granite counter top,a large area of land that has been cleared off,0.0973500978839256,0.0735758882342884,0.1111111111111111,0.1333333333333333,0.0,0.0
R1,tile_0481,a green and white background with a small white dot,a green wall with a white and black design,a satellite image of the amazon river,0.1,0.111111111111111,0.1176470588235294,0.125,0.0,0.0
R1,tile_0482,a blur of a tree in the night,a river running through a lush green forest,a road in the middle of a green field,0.5515605641153721,0.3309363384692233,0.5882352941176471,0.3529411764705882,0.3041257418754935,0.0845798608014702
R1,tile_0483,a diamond with a white center and a black center,an aerial view of the site of the former nuclear facility,an aerial view of the factory complex in the city of kaohai,0.0,0.5810640921796215,0.0,0.6086956521739131,0.0,0.5537528826695526
R1,tile_0484,a white house with a green lawn,an aerial view of the site of the proposed development,an aerial view of the site of the proposed new building,0.0,0.8143536762323635,0.0,0.8571428571428572,0.0,0.8159466395833365
R1,tile_0485,a green leaf with white stripes,a road in the middle of a forest,a road in the middle of a forest,0.1194218850956315,1.0,0.1428571428571428,1.0,0.0,1.0000000000000002
R1,tile_0486,a green leaf with a white star in the middle,a satellite image of a forest,a road in the middle of a forest,0.5,0.4776875403825261,0.5555555555555556,0.5714285714285715,0.2798280652432878,0.2605556710562624
R1,tile_0487,a green and white flower,a river running through a lush green forest,a large green field,0.4,0.25,0.4444444444444445,0.3333333333333333,0.1707761131901164,0.1362763414390864
R1,tile_0488,a close up of a person ' s eye,aerial view of the river and surrounding fields,an aerial view of the site of the proposed site,0.0994265907571521,0.3894003915357024,0.1111111111111111,0.4444444444444445,0.1273595297947935,0.3720557314537372
R1,tile_0489,a close up of a green and black cloth,aerial view of the green fields,an aerial view of the site of the proposed site,0.0994265907571521,0.3422780793550613,0.1052631578947368,0.5,0.1059921313509325,0.4552018457650675
R1,tile_0490,a close up of a diamond on a white background,aerial view of green fields,an aerial view of a green field,0.2,0.5362560368285115,0.2352941176470588,0.6666666666666666,0.0845798608014702,0.5803329846765686
R1,tile_0491,a close up of a green and white object,aerial view of the fields,an aerial view of the fields in the countryside,0.111111111111111,0.4493289641172215,0.1111111111111111,0.7142857142857143,0.0612309433454452,0.7190400934963506
R1,tile_0492,a close up of a building with a clock,aerial view of the fields,an aerial view of a green field,0.2222222222222222,0.4021920276213835,0.25,0.5,0.0919399817407808,0.3808726084759437
R1,tile_0493,a microscope microscope with a microscope lens,aerial view of the fields and fields of the countryside,an aerial view of a rural area,0.1428571428571428,0.3,0.1428571428571428,0.3529411764705882,0.0,0.2638244299997872
R1,tile_0494,a green building with a sky background,aerial view of the fields,an aerial view of the proposed site,0.0,0.5362560368285115,0.0,0.6666666666666666,0.0,0.5193879933129156
R1,tile_0495,a green and black roof,aerial view of the fields and fields in the cots,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0496,a green leaf,a painting of a green field with a small pond,a large field with a road in the middle,0.0451117610788708,0.4,0.1666666666666666,0.4210526315789474,0.0,0.1683975003721527
R1,tile_0497,a close up of a green leaf,"aerial image of the village of stow, near the village of stow",an aerial view of the site of the proposed site,0.0930627225044365,0.4166666666666667,0.1176470588235294,0.4545454545454545,0.1273595297947935,0.3962843421546608
R1,tile_0498,a green field with a white line in the middle,a satellite image of a green field,an aerial view of a lake in the middle of the country,0.3274923012311928,0.1398690455877008,0.3636363636363636,0.2105263157894737,0.2285971422889064,0.1321581786206232
R1,tile_0499,a green field with a white line in the middle,an aerial view of a green field with trees,a large area with a lot of land,0.3,0.3333333333333333,0.3333333333333332,0.3529411764705882,0.078744603455945,0.1707761131901165
R1,tile_0500,a green and white flower with a white center,an aerial view of the golf course at the golf course,a large green field,0.2222222222222222,0.0,0.3076923076923076,0.0,0.1096425868345385,0.0
R1,tile_0501,a green background with white stars,a satellite image of a forest,a large green field with trees and grass,0.3582656552868946,0.1194218850956315,0.4285714285714285,0.1428571428571428,0.206136966068286,0.0
R1,tile_0502,a white lizard is standing in the dark,a satellite image of the golf course at the golf course,the aerial view of the site of the proposed site,0.0973500978839256,0.2727272727272727,0.1111111111111111,0.2857142857142856,0.1509608200800342,0.2987533312935642
R1,tile_0503,a green tree with white flowers in the fore,a satellite image of the site of the proposed site,a large green field,0.2222222222222222,0.1,0.3076923076923076,0.1428571428571428,0.1167177354603279,0.0
R1,tile_0504,a white bird flying through the air,a small town surrounded by trees,a large body of water,0.1428571428571428,0.1666666666666666,0.1666666666666666,0.1818181818181818,0.0,0.0
R1,tile_0505,a blur of a tree in the forest,a brick wall with a green moss growing on it,a river running through a lush green field,0.25,0.3,0.25,0.3333333333333332,0.0,0.0787446034559451
R1,tile_0506,a view of a street with cars driving down it,an aerial view of the site of the nuclear facility,an aerial view of a nuclear plant,0.3,0.5,0.3529411764705882,0.588235294117647,0.1707761131901165,0.5098785552331822
R1,tile_0507,a blur of a city at night,an aerial view of a large industrial area,an aerial view of a large oil refinery,0.2476793999286233,0.75,0.2666666666666666,0.75,0.0934947749753671,0.5586177528223196
R1,tile_0508,a white house with a green lawn and a white fence,an aerial view of the campus,a large white building,0.1818181818181818,0.0,0.2666666666666666,0.0,0.225764846002616,0.0
R1,tile_0509,a white bird is flying through the trees,an aerial view of a large building in the middle of a forest,an aerial view of a large building in the middle of a forest,0.1338153571297475,1.0,0.1904761904761905,1.0,0.05612175491366,1.0000000000000004
R1,tile_0510,a white cat is sitting on a green chair,a river running through a lush green forest,a river running through a lush green forest,0.3333333333333333,1.0,0.3529411764705882,1.0,0.0845798608014702,1.0000000000000002
R1,tile_0511,a green plant with a white flower in the middle,aerial view of the village of stower,google earth view of the site of the battle of the alam,0.0818730753077982,0.2797380911754017,0.0909090909090909,0.4210526315789474,0.1253509392485605,0.5388640054201516
R1,tile_0512,a green leaf is growing in the ground,aerial view of the green fields,a satellite image of the site of the proposed site,0.1947001957678512,0.1711390396775306,0.2222222222222222,0.25,0.1099856999317355,0.2720902584969815
R1,tile_0513,a close up of a green and brown mosaic,aerial view of the fields,an aerial view of a green field,0.3333333333333333,0.4021920276213835,0.375,0.5,0.184431916622613,0.3808726084759437
R1,tile_0514,a black and white cat,aerial view of the village of the village of the village of the village of the village of the village of the village of the village,an aerial view of a green field,0.1340640092071278,0.1153846153846154,0.1666666666666666,0.1818181818181818,0.0,0.1874491729855046
R1,tile_0515,a blur of a building,a painting of green grass,aerial view of a green field,0.3274923012311928,0.4912384518467891,0.3636363636363636,0.5454545454545454,0.150640184987065,0.2912194185636897
R1,tile_0516,a green and white tile floor,aerial view of the fields,an aerial view of a road in the countryside,0.1010884432854389,0.3594631712937772,0.1333333333333333,0.5714285714285714,0.0,0.474330706497194
R1,tile_0517,a green leaf with a white background,aerial view of the fields,an aerial view of the countryside,0.0,0.6549846024623855,0.0,0.7272727272727272,0.0,0.5803329846765686
R1,tile_0518,a green and white background with a white border,aerial view of the farm land,an aerial view of the site of the proposed site,0.0,0.3422780793550613,0.0,0.5,0.0,0.4552018457650675
R1,tile_0519,a blur of a mountain in the distance,aerial view of the site of the proposed new development at the site of the proposed development,an aerial view of the site of the proposed site,0.1947001957678512,0.5294117647058824,0.2222222222222222,0.6666666666666667,0.2605556710562624,0.7800986121261944
R1,tile_0520,a blur of a bird in the trees,an aerial view of a lake and a road,an aerial view of the site of the proposed site,0.1947001957678512,0.3977063630286087,0.2222222222222222,0.4210526315789474,0.2605556710562624,0.3188231972456646
R1,tile_0521,a white cross on a green field,a large field with a road and a small house,a small town with a lot of green grass,0.3220616970322653,0.4,0.375,0.4210526315789474,0.0934947749753671,0.1683975003721527
R1,tile_0522,a green and white background with small squares,a satellite image of a neighborhood in the florida keys,a small town in the middle of a rural area,0.1947001957678512,0.5,0.2222222222222222,0.5,0.0724408192504198,0.2329796548048752
R1,tile_0523,a green leaf with white spots,a satellite image of the area where the school is located,a small town in the middle of a green field,0.1711390396775306,0.2727272727272727,0.25,0.2857142857142856,0.0870444679250421,0.1857679594797633
R1,tile_0524,a white flower in the middle of a green field,an aerial view of the campus,an aerial view of a small town,0.2,0.5643211499270759,0.2352941176470588,0.6153846153846153,0.0787446034559451,0.5031026124151314
R1,tile_0525,a blur of a city with a lot of buildings,a satellite image of the site of the former us air force base in the town of tupui,a small town with lots of houses and buildings,0.4,0.1666666666666666,0.4210526315789474,0.2222222222222222,0.3227832750340331,0.1558884581899043
R1,tile_0526,a tree with white flowers in the middle,"an aerial view of the city of fort, florida",an aerial view of a small town in the philippines,0.2920502936517768,0.4971329537857609,0.3333333333333332,0.5263157894736842,0.1458743908205645,0.4476317567942475
R1,tile_0527,a close up of a green leaf with white flowers,a satellite image of the area where the school is located,an aerial view of a small town,0.2,0.1818181818181818,0.2352941176470588,0.2222222222222222,0.078744603455945,0.0636012057567121
R1,tile_0528,a white flower on a tree branch,a river running through a city,an aerial view of a small town and river,0.1073538990107551,0.2021768865708778,0.125,0.2666666666666666,0.0,0.0986796179798695
R1,tile_0529,a view of a city from above,an aerial view of the site of the former military base,an aerial view of the reactor reactor at the nuclear facility,0.1613480348593597,0.5454545454545454,0.2222222222222222,0.5454545454545454,0.1350284750672724,0.4430942180430317
R1,tile_0530,a satellite image of the city of person,"an aerial view of the city of fort, texas",an aerial view of the city of detroit,0.5,0.7777777777777778,0.5,0.823529411764706,0.4659890971231105,0.754896912669283
R1,tile_0531,an aerial view of a city with a lot of buildings,an aerial view of the campus,an aerial view of a large industrial area,0.4545454545454545,0.4776875403825261,0.5263157894736842,0.5714285714285715,0.4111217451482082,0.4502681446556265
R1,tile_0532,a small white dog is standing on the grass,a satellite image of the site of the proposed new national park in the state of belize,an aerial view of the site of the proposed development,0.0994265907571521,0.3529411764705882,0.1052631578947368,0.4444444444444445,0.1065703553948076,0.5530033615565939
R1,tile_0533,a cat is sitting on a window sie,a river running through a lush green forest,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0534,a green and white camouflage camo,an aerial view of a green field with a small lake,an aerial view of the site of the former military base in the village of kri,0.0,0.2308132432510116,0.0,0.2962962962962963,0.0,0.2439153042726294
R1,tile_0535,a bird is flying through the air,aerial view of the green fields,a satellite image of the site of the proposed site,0.186125445008873,0.1711390396775306,0.2352941176470588,0.25,0.1195566314208806,0.2720902584969815
R1,tile_0536,a close up of a leaf with a blur,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0994265907571521,0.4278475991938267,0.1052631578947368,0.625,0.1152155433779312,0.5800762373653504
R1,tile_0537,a close up of a tile with a green and yellow pattern,aerial view of the fields and fields of the cots,an aerial view of the countryside,0.0833333333333333,0.4,0.1111111111111111,0.5,0.0739712948346599,0.4552018457650675
R1,tile_0538,a close up of a computer keyboard,an aerial view of the countryside,aerial view of farmland fields in the countryside of the netherlands,0.0806740174296798,0.3621651737558986,0.1111111111111111,0.5882352941176471,0.1321581786206232,0.609634345116676
R1,tile_0539,a black and white cat,aerial view of the fields,an aerial view of the countryside,0.0,0.6549846024623855,0.0,0.7272727272727272,0.0,0.5803329846765686
R1,tile_0540,a close up of a purple and white abstract pattern,aerial view of the fields,an aerial view of the countryside,0.1,0.6549846024623855,0.125,0.7272727272727272,0.078744603455945,0.5803329846765686
R1,tile_0541,a white and black cat with a black nose,aerial view of the site of the proposed new development at the site of the proposed development,an aerial view of the site of the proposed site,0.0,0.5294117647058824,0.0,0.6666666666666667,0.0,0.7800986121261944
R1,tile_0542,a green leaf with a white spot on it,an aerial view of the site of the proposed site,a satellite image of the site of the proposed site,0.0994265907571521,0.7,0.1052631578947368,0.7,0.0,0.7258060976371983
R1,tile_0543,a yellow flower in the middle of a field,a small lake surrounded by trees,an aerial view of the site of the proposed site,0.1988531815143043,0.0,0.2105263157894737,0.0,0.2379030946332623,0.0
R1,tile_0544,a blur of a tree in the forest,an aerial view of a small town,a small town surrounded by trees,0.125,0.4285714285714285,0.1428571428571428,0.4615384615384615,0.0,0.2257648460026161
R1,tile_0545,a green and white background with a black and white pattern,a satellite image of the town of st lucia,a satellite image of the town of kaua,0.0909090909090909,0.7777777777777778,0.1052631578947368,0.823529411764706,0.0,0.7327068970668786
R1,tile_0546,a blur of a tree in the forest,a satellite image of the village of the same name,a small town with a lot of houses,0.375,0.2,0.375,0.2222222222222222,0.0919399817407808,0.1299491101377519
R1,tile_0547,a close up of a flower with a blur effect,an aerial view of a small town,an aerial view of the site of the former military base in the town of kalo,0.0548811636094026,0.1974664618782603,0.0769230769230769,0.4347826086956521,0.1226770626338242,0.4059364184494519
R1,tile_0548,a tree with white flowers in the fore,a satellite image of the area where the house was located,a small town in the middle of a forest,0.3309363384692233,0.2727272727272727,0.3529411764705882,0.3,0.1683975003721527,0.200622558822281
R1,tile_0549,a tree with white flowers in the middle of the image,a satellite image of a small town,an aerial view of the town of kaua,0.1818181818181818,0.2476793999286233,0.2105263157894737,0.2666666666666666,0.2390082809145506,0.2762749984593541
R1,tile_0550,a tree with white flowers in the background,an aerial view of the village,an aerial view of a small town,0.125,0.5643211499270759,0.1333333333333333,0.6153846153846153,0.0,0.5031026124151314
R1,tile_0551,a large white building with a red roof,an aerial view of a city with a river,an aerial view of a city with a river and buildings,0.2577334795466146,0.800737402916808,0.3157894736842105,0.9,0.0739712948346599,0.7995189954301455
R1,tile_0552,a small patch of grass in the middle of a field,an aerial view of a large lake,an aerial view of a large body of water,0.2727272727272727,0.6441233940645307,0.3,0.75,0.2379441116128915,0.6571625092584744
R1,tile_0553,a view of a city from above,"an aerial view of the city of fort, texas",an aerial view of the factory complex in the city of hamburg,0.2098035683815513,0.5573021304462805,0.3157894736842105,0.6666666666666666,0.2989717866450614,0.622892268250861
R1,tile_0554,a satellite image of the site of the proposed building,an aerial view of the site of the former school,an aerial view of a large industrial area,0.2,0.4,0.2222222222222222,0.4444444444444445,0.1195462239454718,0.3477492453816745
R1,tile_0555,a satellite image of a white house,the site of the former us air force base in the philippines,the site of the former nuclear plant in the philippines,0.0930627225044365,0.6666666666666666,0.1176470588235294,0.7272727272727272,0.0605618602191536,0.7060777744337088
R1,tile_0556,a bird is sitting on a branch in the woods,a road with a river running through it,the amazon river in the amazon rainforest,0.2,0.125,0.2352941176470588,0.1333333333333333,0.1963538799734189,0.0665592466079485
R1,tile_0557,a man in a suit and tie is standing in front of a camera,an aerial view of the countryside,an aerial view of the site of the proposed forest,0.0714285714285714,0.4278475991938267,0.0833333333333333,0.625,0.0825627792233227,0.6442263282436969
R1,tile_0558,a bird is sitting on top of a tree,aerial view of the fields,a satellite image of a man in a suit,0.3333333333333333,0.0898657928234443,0.3333333333333333,0.1428571428571428,0.0845798608014702,0.1016306697911265
R1,tile_0559,a close up of a green and yellow diamond,an aerial view of the countryside,an aerial view of a green field,0.3333333333333333,0.5643211499270759,0.375,0.6153846153846153,0.184431916622613,0.5031026124151314
R1,tile_0560,a green leaf with a white spot,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0561,a green and brown area with a white line,aerial view of the fields,a map of the countryside with a road and fields,0.3977063630286087,0.2207276647028654,0.4210526315789474,0.4,0.1559289254870836,0.317107466580271
R1,tile_0562,a close up of a green and brown mosaic,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0994265907571521,0.4278475991938267,0.1052631578947368,0.625,0.1059921313509325,0.5800762373653504
R1,tile_0563,a close up of a green and yellow pattern,"aerial view of the village of stower, near the village of stower",an aerial view of a road in the countryside,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.380952380952381,0.0724408192504198,0.3544126047542975
R1,tile_0564,a cell with a cell attached to it,aerial view of the road,a map of the countryside with a road and fields,0.2920502936517768,0.2207276647028654,0.3333333333333332,0.4,0.0674430476929674,0.317107466580271
R1,tile_0565,a close up of a green leaf,an aerial view of a green field,a satellite image of a green field,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2523342014336961,0.3808726084759437
R1,tile_0566,a pink flower with a white background,a satellite image of a small area with a small patch of land,an aerial view of the area where the fire started,0.0,0.1538461538461538,0.0,0.1739130434782608,0.0,0.1347723400138852
R1,tile_0567,a white house in the middle of a forest,an aerial view of the runway at the airport,"the site of the former president of the united, in the state of guatemala",0.1912511402458109,0.1912511402458109,0.2608695652173913,0.2608695652173913,0.393827369176578,0.4300295635106484
R1,tile_0568,a green leaf with white flowers in the background,a satellite image of a small town,an aerial view of the village of the village of the same,0.0796145900637543,0.0699345227938504,0.0952380952380952,0.1052631578947368,0.1193943349932354,0.1540947023933809
R1,tile_0569,a view of a park with a bench and a bench,an aerial view of a small town,an aerial view of the village,0.1818181818181818,0.5714285714285714,0.2352941176470588,0.6153846153846153,0.1597642092414444,0.5031026124151314
R1,tile_0570,a blur of a house in the middle of a forest,an aerial view of the site of the former church,an aerial view of the site of the former school in the town of kalo,0.252779610326865,0.5458775937413701,0.3076923076923076,0.7200000000000001,0.4546379043589738,0.7902638437761537
R1,tile_0571,a view of a city from a high angle,an aerial view of a large green field,a large area of land with a large area of land,0.2669124676389359,0.2577334795466146,0.3,0.3157894736842105,0.1113153976723386,0.2286063514400417
R1,tile_0572,a green leaf with a white flower in the middle,a satellite image of a house in the middle of a field,an aerial view of a farm and a small house,0.2,0.3333333333333333,0.2,0.3636363636363636,0.0,0.1963538799734189
R1,tile_0573,a white object is in the middle of a forest,a large white building,an aerial view of the site of the proposed new school,0.1809674836071919,0.0,0.1904761904761905,0.0,0.2300401276518276,0.0
R1,tile_0574,a small white object in the middle of a forest,an aerial view of a large industrial area,an aerial view of a large industrial area,0.2,1.0,0.2222222222222222,1.0,0.0724408192504198,1.0000000000000004
R2,tile_0000,a black and white image of a man with a beard,aerial view of the lake,aerial view of farmland fields in the countryside of the french countryside,0.0830091560256602,0.1972775711532852,0.0869565217391304,0.4705882352941176,0.0923166058783102,0.4832123286370618
R2,tile_0001,a white and black cat,an aerial view of a lake and a road,a satellite image of a farm in the middle of the country,0.0493193927883213,0.238843770191263,0.1176470588235294,0.2857142857142857,0.0,0.1144676006896002
R2,tile_0002,a white and black cat,a satellite image of a lake in the middle of a green field,an aerial view of the site of the proposed site,0.0,0.2307692307692307,0.0,0.2608695652173913,0.0,0.2834289552492495
R2,tile_0003,a black and white photo of a person ' s face,an aerial view of a field with a road,an aerial view of the site of the proposed site,0.0909090909090909,0.3977063630286087,0.1,0.4210526315789474,0.1059921313509325,0.3188231972456646
R2,tile_0004,a white house with a green roof,an aerial view of a road and a field,an aerial view of the site of the former estate,0.0,0.3977063630286087,0.0,0.4210526315789474,0.0,0.3477492453816745
R2,tile_0005,a green leaf with white flowers,an aerial view of a house in the middle of a field,an aerial view of the site of the former fort,0.0,0.5,0.0,0.5454545454545454,0.0,0.5485910002940579
R2,tile_0006,a white and black cat sitting on a green chair,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0,1.0,0.0,1.0,0.0,1.0
R2,tile_0007,a city with lots of buildings and trees,"an aerial view of the city of fort, texas",a large city,0.25,0.111111111111111,0.3636363636363636,0.1666666666666666,0.161713780662529,0.1272589870097525
R2,tile_0008,a black and white photo of a city,a map of the city of edmonton,an aerial view of a small town,0.25,0.2857142857142857,0.2666666666666666,0.2857142857142857,0.0919399817407808,0.1757860783933462
R2,tile_0009,an aerial view of a city with a red car,an aerial view of the site of the former building,an aerial view of a small town,0.5,0.4,0.588235294117647,0.4705882352941176,0.4112070550676187,0.388554144665772
R2,tile_0010,a man in a suit and tie is standing in front of a camera,an aerial view of the site of the proposed new school,an aerial view of a rural area,0.1428571428571428,0.3636363636363636,0.1904761904761904,0.4444444444444444,0.0610054577192303,0.3713432757544299
R2,tile_0011,a close up of a purple flower,an aerial view of the site of the site,aerial view of the site of the battle of the sommeer,0.0806740174296798,0.622795757824184,0.1111111111111111,0.7000000000000001,0.1660845733470602,0.8014085606669208
R2,tile_0012,a cell with a cell in the middle,aerial view of the site of the proposed site,an aerial view of the farm and surrounding fields,0.1103121128230744,0.4444444444444444,0.1176470588235294,0.4444444444444444,0.0633548122219654,0.3612742844568884
R2,tile_0013,a black and white dog is looking up at the camera,aerial view of the fields,an aerial view of the fields and fields,0.1818181818181818,0.5488116360940264,0.2105263157894737,0.7692307692307693,0.1123427789154277,0.776193897524313
R2,tile_0014,a black and white cat is looking at the camera,aerial view of the road,aerial view of the fields,0.1,0.8,0.1333333333333333,0.8000000000000002,0.0817680414659993,0.6694188517266485
R2,tile_0015,a green and white mosaic tile,a satellite image of a road in the middle of a green field,an aerial view of the farm and fields,0.1194218850956315,0.1538461538461538,0.1428571428571428,0.1904761904761905,0.0870444679250421,0.1857679594797633
R2,tile_0016,a purple vase sitting on top of a table,an aerial view of the site of the proposed site,an aerial view of a farm in the middle of the country,0.1592291801275087,0.5731115271545874,0.1904761904761905,0.6363636363636365,0.1099856999317355,0.5537528826695526
R2,tile_0017,a black cat is sitting on a green surface,aerial view of the fields,an aerial view of the farm land in the middle of the country,0.0,0.1615172143957243,0.0,0.4444444444444444,0.0,0.5526227386709891
R2,tile_0018,a green diamond,a green patch of land with a small patch of land in the middle,an aerial view of a road in the countryside,0.0451117610788708,0.2857142857142857,0.1666666666666666,0.3478260869565217,0.0,0.2045271641032539
R2,tile_0019,a close up of a green plant with a blur,an aerial view of the wetlands and wetlands,an aerial view of the vineyards in the region of la rio,0.0818730753077982,0.3790816623203958,0.0909090909090909,0.5,0.1059921313509325,0.397205076931779
R2,tile_0020,a cell with a cell membrane,a green and purple algae in the ocean,a satellite image of a forest with a lake in the middle,0.1839397205857211,0.2274489973922375,0.3333333333333333,0.3,0.0739712948346599,0.1458743908205645
R2,tile_0021,a black and white photo of a flower,an aerial view of the land in the middle of the island,the aerial image of the site of the proposed site,0.0973500978839256,0.5,0.1111111111111111,0.5454545454545454,0.1016306697911265,0.5415443207343179
R2,tile_0022,a blur of a bird in a tree,an aerial view of the site of the former military base,an aerial view of the farm and surrounding fields,0.1103121128230744,0.4545454545454545,0.1176470588235294,0.5,0.0817680414659993,0.4482648163440716
R2,tile_0023,a blur of a car driving down a road,an aerial view of a farm and farm land,an aerial view of the site of the site,0.111111111111111,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1195566314208806,0.2629876397304469
R2,tile_0024,an aerial view of a house in the suburbs,an aerial view of the site of the former school,an aerial view of the site of the former home of the late king of thailand,0.2552365689088481,0.4939304724846237,0.3999999999999999,0.6923076923076923,0.4792304979094179,0.7975136982069451
R2,tile_0025,a satellite image of the city of new orleans,a satellite image of the city of winnipeg,a small town with lots of houses and buildings,0.2222222222222222,0.2206242256461488,0.2222222222222222,0.2352941176470588,0.1304537756519895,0.139429959853108
R2,tile_0026,a large number of squares in a square,a satellite image of the city of winnipeg,an aerial view of a small town,0.25,0.25,0.2666666666666666,0.2666666666666666,0.0919399817407808,0.1627944951197125
R2,tile_0027,a blur of a city with a tree in the fore,an aerial view of the campus,an aerial view of the site of the proposed site,0.1818181818181818,0.4278475991938267,0.1904761904761905,0.625,0.2202881505618297,0.5800762373653504
R2,tile_0028,a view from the top of a building,"an aerial view of the city of fort, texas",an aerial view of a small town,0.375,0.4444444444444444,0.3999999999999999,0.5,0.2019930924979184,0.4593627740708235
R2,tile_0029,a person is standing on a roof with a cell,an aerial view of a city with a road,an aerial view of a small town,0.1,0.5555555555555556,0.1176470588235294,0.6250000000000001,0.0,0.4502681446556265
R2,tile_0030,a close up of a flower with a blur,aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0994265907571521,0.8948393168143697,0.1052631578947368,0.9473684210526316,0.1152155433779312,0.9400186907181732
R2,tile_0031,a blur of a tree in the background,a large field with a road and a small house,an aerial view of the site of the proposed site,0.1947001957678512,0.0,0.2222222222222222,0.0,0.2605556710562624,0.0
R2,tile_0032,a satellite satellite satellite is seen in this image,an aerial view of the site of the former military base,an aerial view of the site of the former farm,0.0,0.8181818181818182,0.0,0.8571428571428572,0.0,0.8159466395833365
R2,tile_0033,a blur of a person walking on a sidewalk,an aerial view of the site of the former military base,an aerial view of the site of the former home of the late king of england,0.0510473137817696,0.5193297973147761,0.08,0.6666666666666666,0.1689167350992392,0.7496059437038727
R2,tile_0034,a green plant with a white background,an aerial view of the site of the former castle,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.2330097585886556,0.0,0.4516129032258064,0.0,0.5429299007068947
R2,tile_0035,a close up of a person ' s face,a satellite image of a river and a road,an aerial view of the flooded river,0.111111111111111,0.2222222222222222,0.1333333333333333,0.25,0.0934947749753671,0.184431916622613
R2,tile_0036,a green plant with a white flower in the middle,a green forest with lots of trees,an aerial view of the road that goes through the mountains,0.0904837418035959,0.0806740174296798,0.0952380952380952,0.1111111111111111,0.1112985988631251,0.0610054577192303
R2,tile_0037,a cell is shown in this image,an aerial view of a lake surrounded by trees,an aerial view of the golf course at the golf club,0.0,0.3558832901852479,0.0,0.3999999999999999,0.0,0.2285881613795591
R2,tile_0038,a close up of a flower with a blur effect,aerial view of the wetlands,aerial view of the rice fields in the countryside of the philippines,0.0818730753077982,0.1972775711532852,0.0909090909090909,0.4705882352941176,0.0934947749753671,0.5741441854279272
R2,tile_0039,a close up of a leaf with a blur,a large body of water,an aerial view of the site of the proposed site,0.0994265907571521,0.0735758882342884,0.1052631578947368,0.1333333333333333,0.1152155433779312,0.1443835552773867
R2,tile_0040,a cell with a cell attached to it,an aerial view of the site of the proposed site,an aerial view of the countryside,0.0,0.5,0.0,0.625,0.0,0.5800762373653504
R2,tile_0041,a close up of a green and purple colored glass,aerial view of the green fields,an aerial view of the countryside,0.1,0.6666666666666666,0.125,0.6666666666666666,0.078744603455945,0.5031026124151314
R2,tile_0042,a green and white flower with a black background,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0043,a large green and white mosaic tile,"a satellite image of the city of fort, texas",an aerial view of a small town,0.1428571428571428,0.2222222222222222,0.1428571428571428,0.25,0.0,0.1523141551937591
R2,tile_0044,a city from above,a map of the city of edmonton,an aerial view of the town of port,0.0,0.3715190998929349,0.0,0.3999999999999999,0.0,0.3921811759712531
R2,tile_0045,a bird flying over a city with a lot of buildings,an aerial view of the site of the proposed new school,an aerial view of the city of kaua,0.1818181818181818,0.5454545454545454,0.2105263157894737,0.631578947368421,0.2089836891964447,0.598825544527347
